Probeset	Gene Symbol	EntrezsA	logFC	AveExpr	t	P.Value	adj.P.Val	B
213338_at	TMEM158	25907	1,645850619	9,407914805	4,124816327	0,000701253	0,016454295	-0,459829025
219543_at	PBLD	64081	-1,006867474	6,440528823	-4,117028886	0,000713188	0,016671448	-0,476154067
203453_at	SCNN1A	6337	-1,831677088	8,96255299	-4,11247527	0,000720262	0,016773752	-0,485700487
218665_at	FZD4	8322	-0,905973142	9,017002302	-4,110746066	0,000722967	0,016773921	-0,489325777
204285_s_at	PMAIP1	5366	1,837309187	6,884373192	4,104915724	0,000732163	0,016924126	-0,501549531
206656_s_at	APMAP	57136	-1,029001547	12,1442625	-4,101163826	0,000738143	0,016999158	-0,509415986
205160_at	PEX11A	8800	-1,409235831	9,038127757	-4,095191099	0,000747764	0,017154954	-0,521939259
201093_x_at	SDHA	6389	-0,716314768	10,27562259	-4,093443892	0,000750603	0,017154954	-0,525602815
219974_x_at	ECHDC1	55862	1,366113748	8,250624311	4,091548518	0,000753694	0,017154954	-0,529577103
218104_at	TEX10	54881	0,919277719	9,364219117	4,089992947	0,000756241	0,017154954	-0,532838921
218802_at	MCUB	55013	0,89585585	9,399854171	4,087637072	0,000760114	0,017154954	-0,537778941
200804_at	TMBIM6	7009	-0,816380778	12,13855662	-4,085717599	0,000763285	0,017154954	-0,541803935
208619_at	DDB1	1642	-0,721637782	10,07585121	-4,085152969	0,00076422	0,017154954	-0,542987934
204241_at	ACOX3	8310	-1,346203682	8,193963783	-4,080406815	0,000772128	0,017214907	-0,552940544
218025_s_at	ECI2	10455	-1,660854991	9,254125559	-4,080227388	0,000772428	0,017214907	-0,553316806
218928_s_at	SLC37A1	54020	-0,766038325	7,523910388	-4,075966955	0,000779599	0,017312677	-0,562251154
213346_at	TEX30	93081	1,02372314	8,466876657	4,073392686	0,000783965	0,017347667	-0,567649652
206714_at	ALOX15B	247	-2,447028001	8,414275923	-4,066968414	0,000794967	0,017528747	-0,581122368
218237_s_at	SLC38A1	81539	-1,329224341	10,70407422	-4,058062238	0,000810478	0,017807608	-0,599800884
220441_at	DNAJC22	79962	-0,885957633	6,541935541	-4,056135803	0,000813873	0,017819237	-0,60384123
210976_s_at	PFKM	5213	0,903669104	9,770368226	4,049559352	0,000825571	0,018011937	-0,617634441
204641_at	NEK2	4751	1,483587788	9,052727868	4,044688129	0,000834345	0,018028167	-0,627851454
201525_at	APOD	347	-3,928443409	10,45160314	-4,043421323	0,000836642	0,018028167	-0,630508519
201470_at	GSTO1	9446	0,849696589	11,57769259	4,040147484	0,000842608	0,018028167	-0,63737531
219104_at	RNF141	50862	-1,15475827	8,127366506	-4,040038802	0,000842807	0,018028167	-0,637603271
206482_at	PTK6	5753	-1,863939789	6,639552197	-4,039499292	0,000843795	0,018028167	-0,638734887
205681_at	BCL2A1	597	1,351279092	5,782305041	4,038464521	0,000845692	0,018028167	-0,64090532
212958_x_at	PAM	5066	1,149563459	10,64700919	4,037636572	0,000847213	0,018028167	-0,642641947
219387_at	CCDC88A	55704	1,189292734	6,192164446	4,036389333	0,00084951	0,018028167	-0,645258051
205567_at	CHST1	8534	-1,906589743	7,255111532	-4,029964764	0,00086144	0,018103218	-0,658733891
221122_at	HRASLS2	54979	-1,289528478	7,515217178	-4,029445961	0,000862411	0,018103218	-0,659822118
201564_s_at	FSCN1	6624	0,789747377	7,235977672	4,028193727	0,000864759	0,018103218	-0,66244878
201582_at	SEC23B	10483	-1,092921394	9,353640631	-4,02754204	0,000865983	0,018103218	-0,663815751
206102_at	GINS1	9837	1,086937866	9,032968794	4,026680793	0,000867604	0,018103218	-0,665622299
202743_at	PIK3R3	8503	-1,189654838	9,879649084	-4,02005481	0,000880175	0,018250512	-0,679521086
218082_s_at	UBP1	7342	1,030818597	9,895277485	4,018444801	0,000883257	0,018250512	-0,682898315
204146_at	RAD51AP1	10635	1,472155383	8,551064664	4,018334737	0,000883468	0,018250512	-0,683129192
213256_at	MARCH3	115123	1,459135287	7,79374939	4,012115657	0,000895479	0,018377575	-0,696174763
213262_at	SACS	26278	1,549265112	6,545612792	4,012089509	0,00089553	0,018377575	-0,696229613
203843_at	RPS6KA3	6197	0,965355008	6,621881287	4,002548012	0,000914279	0,018700619	-0,716244885
204143_s_at	ENOSF1	55556	-1,257008246	8,938620906	-3,997739251	0,000923878	0,018834992	-0,726332398
202396_at	TCERG1	10915	1,115561933	8,759572545	3,995576343	0,000928228	0,01886184	-0,730869632
61874_at	CACFD1	11094	-0,854092454	10,60395072	-3,992586926	0,000934275	0,018865357	-0,737140697
218776_s_at	TMEM62	80021	-1,250297796	9,50742898	-3,99249116	0,000934469	0,018865357	-0,737341591
201324_at	EMP1	2012	1,316035738	9,781544731	3,990980275	0,000937541	0,018866117	-0,740511064
209185_s_at	IRS2	8660	1,357659087	9,612550954	3,987181902	0,000945308	0,018900482	-0,748479161
200643_at	HDLBP	3069	-0,881057588	10,25210861	-3,987157705	0,000945358	0,018900482	-0,748529921
205051_s_at	KIT	3815	1,916898137	7,767933477	3,984859563	0,000950089	0,018900482	-0,753350896
200081_s_at	RPS6	6194	0,965896957	12,47378408	3,984221417	0,000951407	0,018900482	-0,754689582
202313_at	PPP2R2A	5520	0,881070265	9,439637406	3,980533141	0,000959061	0,01899185	-0,762426753
218542_at	CEP55	55165	1,318855235	8,827281997	3,978562635	0,000963175	0,019012776	-0,766560436
218684_at	LRRC8D	55144	1,102385737	9,878880322	3,971944515	0,000977124	0,019227087	-0,780443781
213113_s_at	SLC43A3	29015	0,833733058	9,460596088	3,966666169	0,000988395	0,019370715	-0,79151656
208249_s_at	TGDS	23483	0,762053654	7,394468602	3,965615511	0,000990654	0,019370715	-0,793720601
204007_at	FCGR3B	2215	0,987341488	8,935408047	3,962946684	0,000996416	0,019422298	-0,79931918
221589_s_at	ALDH6A1	4329	-1,582167802	8,033933828	-3,957155028	0,001009035	0,019509171	-0,811468683
202741_at	PRKACB	5567	-1,448030568	10,5378004	-3,956966459	0,001009449	0,019509171	-0,811864255
218997_at	POLR1E	64425	0,83941912	7,873121737	3,956585367	0,001010285	0,019509171	-0,81266369
209213_at	CBR1	873	0,981173416	7,489915965	3,953751273	0,001016527	0,019537607	-0,818608902
208309_s_at	MALT1	10892	0,815425324	7,422858667	3,953065849	0,001018042	0,019537607	-0,820046745
219572_at	CADPS2	93664	-1,52134377	9,135736226	-3,946162451	0,001033431	0,019754358	-0,834528196
213725_x_at	XYLT1	64131	0,988239254	8,535207046	3,945157694	0,00103569	0,019754358	-0,836635887
217979_at	TSPAN13	27075	-1,02273251	11,91611819	-3,938639773	0,001050467	0,019974931	-0,850308493
218397_at	FANCL	55120	1,291364489	8,654360635	3,933886129	0,001061377	0,020120864	-0,860280042
202793_at	LPCAT3	10162	-0,924815253	6,749709746	-3,929611653	0,001071285	0,020207136	-0,869246341
209659_s_at	CDC16	8881	0,756163112	10,14312971	3,929121286	0,001072428	0,020207136	-0,870274945
221922_at	GPSM2	29899	1,505470819	9,069418304	3,924140547	0,001084102	0,020362427	-0,880722555
218844_at	ACSF2	80221	-1,023290438	7,850317054	-3,922820163	0,001087219	0,020362427	-0,883492165
206560_s_at	MIA	8190	2,187691897	7,608185937	3,91550581	0,001104645	0,020441809	-0,898834346
206157_at	PTX3	5806	2,378344766	5,655949878	3,91547637	0,001104716	0,020441809	-0,898896096
218944_at	PYCRL	65263	-0,9000587	7,410063799	-3,914649466	0,001106704	0,020441809	-0,900630536
209083_at	CORO1A	11151	1,300884063	8,240455585	3,914438792	0,001107211	0,020441809	-0,901072426
201900_s_at	AKR1A1	10327	-1,031010713	11,46656963	-3,914154861	0,001107895	0,020441809	-0,901667972
205590_at	RASGRP1	10125	2,119736635	6,701204059	3,907276926	0,001124587	0,020679232	-0,916094231
221522_at	ANKRD27	84079	1,388477839	8,401239793	3,905664265	0,001128537	0,020679232	-0,919476671
221583_s_at	KCNMA1	3778	-2,032504439	8,030660878	-3,904767558	0,00113074	0,020679232	-0,921357439
202201_at	BLVRB	645	-1,616412411	10,05313985	-3,901783279	0,001138101	0,020752818	-0,92761665
204364_s_at	REEP1	65055	-1,886163973	8,216790296	-3,900302738	0,001141771	0,020758859	-0,930721893
219295_s_at	PCOLCE2	26577	1,503910355	5,570238997	3,896234076	0,001151917	0,020882274	-0,939255259
212036_s_at	PNN	5411	1,069063969	8,875270745	3,893722376	0,001158226	0,020935604	-0,94452305
214038_at	CCL8	6355	2,309664525	8,871734211	3,891455351	0,00116395	0,020978086	-0,94927762
222235_s_at	CSGALNACT2	55454	1,004469218	7,852991419	3,882939923	0,001185705	0,021308426	-0,967136209
219002_at	FASTKD1	79675	0,911478151	8,786563931	3,876156967	0,001203326	0,021562775	-0,981360745
203645_s_at	CD163	9332	1,484463183	10,31488326	3,864260612	0,001234868	0,0220644	-1,006306923
59625_at	NOL3	8996	-0,819512525	7,624693636	-3,86022825	0,001245747	0,022139743	-1,014762103
208180_s_at	HIST1H4H	8365	-1,921765604	7,237091185	-3,860058797	0,001246206	0,022139743	-1,015117412
217889_s_at	CYBRD1	79901	-1,299476011	8,001874584	-3,857789248	0,001252374	0,022155913	-1,019876145
205819_at	MARCO	8685	2,177678181	8,247715115	3,856869422	0,001254882	0,022155913	-1,021804786
203302_at	DCK	1633	1,013258647	7,471122836	3,855799429	0,001257806	0,022155913	-1,024048272
213511_s_at	MTMR1	8776	1,16042978	9,23489997	3,854210359	0,001262161	0,022169827	-1,027380083
202666_s_at	ACTL6A	86	1,161290548	8,423762687	3,848841363	0,001276989	0,022367087	-1,03863694
200934_at	DEK	7913	0,915178964	10,90828378	3,847438945	0,00128089	0,022372407	-1,041577218
203211_s_at	MTMR2	8898	1,096384344	8,258696822	3,838257557	0,001306732	0,02274911	-1,060825761
204557_s_at	DZIP1	22873	1,314000717	5,050592795	3,837188181	0,001309775	0,02274911	-1,06306757
204813_at	MAPK10	5602	-0,84710621	8,267431166	-3,834090275	0,001318632	0,022839151	-1,069561794
218882_s_at	WDR3	10885	0,987733292	8,974868822	3,827770984	0,001336886	0,023090995	-1,082808458
203603_s_at	ZEB2	9839	1,362667024	6,289351159	3,825434495	0,001343699	0,023144384	-1,087706045
211034_s_at	HECTD4	283450	-0,666356277	9,262521964	-3,821812937	0,001354329	0,023211378	-1,09529706
221865_at	TMEM268	203197	-1,34667376	7,954545263	-3,820893932	0,001357039	0,023211378	-1,097223305
37950_at	PREP	5550	0,864356918	7,27678483	3,82030216	0,001358788	0,023211378	-1,098463656
202207_at	ARL4C	10123	1,122037232	9,333985924	3,817502898	0,001367088	0,023215035	-1,104330777
202308_at	SREBF1	6720	-1,147585197	9,295872823	-3,816932626	0,001368786	0,023215035	-1,105526018
219238_at	PIGV	55650	-0,763847076	8,744790217	-3,814917763	0,0013748	0,023215035	-1,109748934
213341_at	FEM1C	56929	-1,430304319	8,452041669	-3,81462564	0,001375674	0,023215035	-1,110361183
208924_at	RNF11	26994	-1,225241794	9,875083406	-3,813959357	0,001377669	0,023215035	-1,111757606
218336_at	PFDN2	5202	0,998769814	10,92344447	3,806323599	0,001400749	0,023510006	-1,127760168
218868_at	ACTR3B	57180	1,624457774	7,185040958	3,805672177	0,001402736	0,023510006	-1,129125309
203693_s_at	E2F3	1871	1,094949446	8,393824321	3,804205505	0,00140722	0,023521752	-1,13219888
200832_s_at	SCD	6319	-1,738776337	10,4685299	-3,798306601	0,001425398	0,023731424	-1,144560096
213400_s_at	TBL1X	6907	1,252138854	8,750269482	3,796214585	0,001431902	0,023731424	-1,148943717
202660_at	ITPR2	3709	1,331505515	6,951118066	3,794828476	0,001436227	0,023731424	-1,15184811
219306_at	KIF15	56992	1,294596913	7,446930845	3,794569301	0,001437037	0,023731424	-1,152391168
203564_at	FANCG	2189	0,893536517	8,366425668	3,793991053	0,001438846	0,023731424	-1,153602784
218924_s_at	CTBS	1486	-1,051649194	7,556982985	-3,787597611	0,001459004	0,023982081	-1,166998483
219403_s_at	HPSE	10855	1,09398805	8,144259575	3,786730968	0,001461758	0,023982081	-1,168814205
206734_at	JRKL	8690	0,970008303	6,190752936	3,780865925	0,001480533	0,024226193	-1,181101613
218567_x_at	DPP3	10072	-0,748954866	9,575342893	-3,779249393	0,00148575	0,024247753	-1,184488108
211675_s_at	MDFIC	29969	0,987853238	9,586815629	3,772158009	0,001508855	0,024478123	-1,199343008
203343_at	UGDH	7358	-1,355987104	10,56781013	-3,771951772	0,001509532	0,024478123	-1,199775006
201628_s_at	RRAGA	10670	0,758143239	10,64342507	3,770791159	0,00151335	0,024478123	-1,20220608
219598_s_at	RWDD1	51389	0,928233502	10,00172412	3,770104645	0,001515612	0,024478123	-1,203644066
209146_at	MSMO1	6307	-1,500139458	9,163491373	-3,768711148	0,001520215	0,024488855	-1,206562864
204579_at	FGFR4	2264	-1,532979538	6,834336414	-3,766124517	0,001528796	0,024526323	-1,211980621
213410_at	EDRF1	26098	1,083905058	8,034459989	3,765550468	0,001530707	0,024526323	-1,213182951
202641_at	ARL3	403	0,800466136	9,389608875	3,763614235	0,001537171	0,024526323	-1,217238257
215856_at	SIGLEC15	284266	-1,169965106	7,700553572	-3,763271127	0,001538319	0,024526323	-1,21795686
213137_s_at	PTPN2	5771	0,975788486	8,521933768	3,759113775	0,001552299	0,024648209	-1,226663687
204700_x_at	DIEXF	27042	1,039904066	8,382655422	3,75779345	0,001556766	0,024648209	-1,229428749
221669_s_at	ACAD8	27034	-1,015515621	7,034586512	-3,757368626	0,001558206	0,024648209	-1,230318416
201738_at	EIF1B	10289	0,932681093	10,20008295	3,756304037	0,00156182	0,024648209	-1,232547852
204748_at	PTGS2	5743	0,992899922	5,234740202	3,75333057	0,001571959	0,024716981	-1,238774607
210889_s_at	FCGR2B	2213	1,170139965	8,110830231	3,752696992	0,001574127	0,024716981	-1,240101348
203026_at	ZBTB5	9925	0,901390538	9,108552292	3,751379197	0,001578648	0,024725004	-1,242860826
204165_at	WASF1	8936	1,013881869	7,170622286	3,750232892	0,001582591	0,024725004	-1,245261152
210147_at	ART3	419	1,359494803	5,558318534	3,747641603	0,001591541	0,024802507	-1,250687061
206746_at	BFSP1	631	-0,703537338	6,810793875	-3,7419603	0,00161134	0,025048282	-1,262582327
219607_s_at	MS4A4A	51338	1,655853094	8,887815754	3,738379976	0,001623944	0,025181254	-1,270078055
204168_at	MGST2	4258	-0,941837344	10,09953967	-3,73653651	0,001630472	0,025217006	-1,273937334
219540_at	ZNF267	10308	1,113165823	7,733011369	3,735441883	0,00163436	0,025217006	-1,276228865
219257_s_at	SPHK1	8877	1,051152852	8,982248071	3,734073278	0,001639235	0,025229619	-1,279093888
214974_x_at	CXCL5	6374	2,598589809	6,250646179	3,732599251	0,001644502	0,025248184	-1,282179522
202161_at	PKN1	5585	0,68553493	7,308399236	3,728736051	0,001658386	0,025275191	-1,290266109
209800_at	KRT16	3868	1,971575345	6,044188102	3,728702953	0,001658505	0,025275191	-1,290335388
213581_at	PDCD2	5134	1,139669319	8,315738858	3,727351611	0,00166339	0,025275191	-1,293163928
200600_at	MSN	4478	1,092358435	9,398179825	3,727164759	0,001664066	0,025275191	-1,293555028
200762_at	DPYSL2	1808	1,29070056	10,24920574	3,726212883	0,001667517	0,025275191	-1,295547384
219286_s_at	RBM15	64783	0,919993862	10,15834532	3,725350275	0,00167065	0,025275191	-1,297352863
218800_at	SRD5A3	79644	-1,105914564	5,152610931	-3,723599104	0,001677029	0,025310114	-1,301018058
202087_s_at	CTSL	1514	1,045956504	11,45878858	3,721874814	0,001683334	0,025328944	-1,304626872
203434_s_at	MME	4311	1,625575201	7,077526993	3,721032107	0,001686424	0,025328944	-1,306390553
220177_s_at	TMPRSS3	64699	2,043863954	6,955955356	3,711467777	0,001721892	0,025799342	-1,326405518
209122_at	PLIN2	123	1,124079537	10,78431716	3,704255183	0,001749132	0,026144479	-1,341496588
204306_s_at	CD151	977	-1,064923943	9,141436703	-3,699973338	0,001765507	0,026252664	-1,350454544
207828_s_at	CENPF	1063	1,463360913	9,204803944	3,699381188	0,001767783	0,026252664	-1,351693305
221882_s_at	TMEM8A	58986	-0,811049888	7,615408254	-3,698875046	0,001769731	0,026252664	-1,352752129
214295_at	KIAA0485	57235	-0,990408031	7,188332843	-3,697960151	0,001773258	0,026252664	-1,354666013
209343_at	EFHD1	80303	-1,921870662	10,61842627	-3,695620205	0,001782311	0,026324008	-1,359560823
221959_at	FAM110B	90362	-1,083513092	8,301663615	-3,686721105	0,001817162	0,026775148	-1,378174158
210176_at	TLR1	7096	1,113960374	6,452618377	3,683904298	0,001828334	0,026876084	-1,384065039
212071_s_at	SPTBN1	6711	0,831816229	10,32894326	3,681245417	0,001838944	0,026968281	-1,389625306
218345_at	TMEM176A	55365	0,92515611	10,16548463	3,679093026	0,001847577	0,027031135	-1,394126159
204633_s_at	RPS6KA5	9252	-0,910560498	7,817165479	-3,676127389	0,001859538	0,027081049	-1,400327228
218349_s_at	ZWILCH	55055	0,833345218	7,616107416	3,676087667	0,001859699	0,027081049	-1,400410283
204023_at	RFC4	5984	1,022262286	9,646090871	3,674520346	0,001866052	0,027110077	-1,403687339
218511_s_at	PNPO	55163	-0,879193683	7,92687041	-3,672903163	0,00187263	0,027142228	-1,407068528
204434_at	SPATA2	9825	-0,905785039	7,62834533	-3,666113477	0,001900502	0,027482143	-1,421262949
201339_s_at	SCP2	6342	-0,858166817	11,14614597	-3,664778104	0,001906032	0,027498163	-1,424054394
214844_s_at	DOK5	55816	0,726701536	8,310491355	3,662641806	0,001914913	0,02752713	-1,4285199
218330_s_at	NAV2	89797	1,235231834	7,380288907	3,662166546	0,001916894	0,02752713	-1,429513307
204785_x_at	IFNAR2	3455	0,772512357	8,832357054	3,659806448	0,001926763	0,027604321	-1,434446302
204547_at	RAB40B	10966	1,314030005	8,81007657	3,658761662	0,001931148	0,027604321	-1,436629987
206765_at	KCNJ2	3759	0,807944399	8,301027636	3,657147279	0,001937944	0,02763792	-1,440004069
202499_s_at	SLC2A3	6515	1,592931153	7,154703355	3,655933803	0,001943067	0,027647578	-1,442540162
204462_s_at	SLC16A2	6567	-0,76899243	7,693747347	-3,648858298	0,001973212	0,027950807	-1,457326043
212549_at	STAT5B	6777	0,660899022	8,626239639	3,648821811	0,001973368	0,027950807	-1,457402285
210053_at	TAF5	6877	0,957958988	8,095519325	3,645698576	0,001986824	0,028077431	-1,463928163
201760_s_at	WSB2	55884	-0,787362717	10,43829113	-3,641848864	0,002003535	0,028249385	-1,471971276
209873_s_at	PKP3	11187	-0,723631424	8,415852265	-3,633530321	0,002040125	0,028700216	-1,489348291
202628_s_at	SERPINE1	5054	0,888803604	8,264715971	3,628584059	0,002062197	0,028945232	-1,499678987
205027_s_at	MAP3K8	1326	1,054341439	5,244153636	3,624456019	0,002080799	0,029053348	-1,508299708
221096_s_at	TMCO6	55374	0,596821373	7,465855436	3,624041652	0,002082676	0,029053348	-1,509164991
218471_s_at	BBS1	582	-0,867124023	8,348757419	-3,62376789	0,002083917	0,029053348	-1,509736656
220625_s_at	ELF5	2001	2,634399129	8,821009086	3,620211476	0,002100102	0,029115568	-1,51716272
212314_at	SEL1L3	23231	1,221345583	9,595619825	3,619771486	0,002102113	0,029115568	-1,518081402
211368_s_at	CASP1	834	1,476706582	6,950592916	3,618689631	0,002107066	0,029115568	-1,520340226
205350_at	CRABP1	1381	1,472527753	7,413880245	3,618638966	0,002107298	0,029115568	-1,52044601
206958_s_at	UPF3A	65110	0,905604225	8,583822253	3,617408868	0,002112944	0,029115568	-1,523014268
209288_s_at	CDC42EP3	10602	1,286272271	7,168482032	3,615819254	0,002120263	0,029115568	-1,526333011
218350_s_at	GMNN	51053	1,038013233	9,656220225	3,615255672	0,002122864	0,029115568	-1,527509604
202988_s_at	RGS1	5996	1,186375923	5,614963845	3,613348342	0,00213169	0,029115568	-1,531491406
212887_at	SEC23A	10484	1,283693506	8,771063464	3,61323307	0,002132225	0,029115568	-1,531732046
219301_s_at	CNTNAP2	26047	-1,562854706	6,381291476	-3,612591187	0,002135204	0,029115568	-1,533072009
208710_s_at	AP3D1	8943	-0,808702842	9,536581185	-3,606383647	0,002164231	0,029386408	-1,546029308
212730_at	SYNM	23336	1,781259933	8,940869179	3,606322544	0,002164518	0,029386408	-1,546156838
205364_at	ACOX2	8309	-2,358391483	7,847741062	-3,604207367	0,0021745	0,029457602	-1,550571417
205248_at	DOPEY2	9980	-0,65298556	5,93674658	-3,603090476	0,002179789	0,029465058	-1,552902369
203120_at	TP53BP2	7159	1,217020021	8,393244833	3,598288696	0,002202674	0,029709821	-1,562922815
218247_s_at	MEX3C	51320	1,073088561	8,689062773	3,594802981	0,002219437	0,029871122	-1,570195987
57082_at	LDLRAP1	26119	-0,742109893	9,191923171	-3,587132456	0,002256773	0,030308024	-1,586198375
213294_at	EIF2AK2	5610	1,035143495	10,26035762	3,583088292	0,002276709	0,030509865	-1,594633886
209155_s_at	NT5C2	22978	0,811676438	7,126161255	3,580080608	0,002291649	0,030600085	-1,600906775
207163_s_at	AKT1	207	-0,937137449	9,576822125	-3,57975274	0,002293284	0,030600085	-1,601590549
209193_at	PIM1	5292	0,847779475	7,40922719	3,576040198	0,002311873	0,030759452	-1,60933262
